,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
PVT00MICROV965,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,19440,9172,44,870135,N,M
PVT00MICROV535,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,25920,8812,26,418716,N,F
PVT00MICROV760,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,26160,8064,43,386971,N,M
PVT00MICROV1229,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,26750,10865,32,558468,Y,M
PVT00MICROV2074,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,26000,8480,53,791856,N,M
PVT00MICROV494,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,25500,12740,41,746028,N,F
PVT00MICROV1058,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,27820,12199,48,633880,Y,M
PVT00MICROV1267,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,27300,13390,44,846042,N,F
PVT00MICROV1375,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,26520,10004,35,887328,N,M
PVT00MICROV178,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,26260,13122,50,688866,N,M
PVT00MICROV702,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,27300,12168,49,436275,N,M
PVT00MICROV140,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,28080,11734,47,485472,N,M
PVT00MICROV433,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,29400,11088,51,486576,N,M
PVT00MICROV631,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,28840,9676,27,694936,N,M
PVT00MICROV1753,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,35350,15708,31,948876,N,M
PVT00MICROV2438,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,37080,13482,54,667182,Y,F
PVT00MICROV742,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,39600,14500,38,315222,Y,F
PVT00MICROV1717,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,40700,12195,31,1350990,N,M
PVT00MICROV2009,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,38480,19036,37,551718,N,M
PVT00MICROV475,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,38380,15412,50,1015268,N,M
PVT00MICROV149,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,42120,14605,49,713583,N,M
PVT00MICROV1026,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,62540,19446,54,933038,Y,F
PVT00MICROV1355,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,60180,23470,35,1320878,N,M
PVT00MICROV1210,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,66340,31310,53,861286,N,M
PVT00MICROV2022,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,90470,38711,47,1171170,N,M
PVT00MICROV222,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,90100,38632,42,795476,N,M
PVT00MICROV620,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,96300,35298,55,1958528,N,F
PVT00MICROV1923,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,108070,47995,37,884136,N,M
PSUIN300406MICRO0142879,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,3180,1176,41,424050,Y,F
PSUIN30055MICRO0131386,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,5150,1868,34,345576,Y,M
PSUIN300366MICRO0125281,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,6540,1939,55,292229,N,F
PSUIN300180MICRO0121135,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,11000,3640,30,340790,N,M
PSUIN300265MICRO0113671,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,13520,7150,40,328680,N,F
PSUIN300450MICRO0146162,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,17440,7499,40,287324,N,M
PSUIN300306MICRO0139456,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,19570,9211,39,360984,N,F
PSUIN300188MICRO0131077,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,21600,8446,61,383778,N,M
PSUIN300123MICRO0112440,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,25680,10108,31,250160,N,M
PSUIN300106MICRO0121145,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,24480,9504,41,407550,N,F
PSUIN300278MICRO0148997,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,24240,9158,30,367308,N,F
PSUIN300470MICRO0115463,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,25250,11587,47,360030,N,M
PSUIN300256MICRO0122851,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,25500,11330,31,446796,N,M
PSUIN300104MICRO0124536,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,28080,9716,26,326230,N,F
PSUIN300384MICRO0113339,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,27820,11138,60,371595,Y,M
PSUIN300168MICRO0130454,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,27040,9373,59,521238,N,M
PSUIN3006MICRO0143727,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,27560,12012,29,386628,N,M
PSUIN300204MICRO0115324,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,28080,11291,31,299985,N,M
PSUIN30035MICRO0122526,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,27540,9544,45,245232,N,F
PSUIN30033MICRO0122769,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,29160,9828,54,469368,Y,M
PSUIN30074MICRO0110131,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,31500,12792,41,340935,N,F
PSUIN300375MICRO0132435,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,32240,12052,45,372084,N,F
PSUIN300168MICRO0127967,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,33330,15295,53,417047,N,F
PSUIN30070MICRO0138572,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,34980,13899,53,555345,N,F
PSUIN300320MICRO0116988,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,35020,16371,25,274040,N,M
PSUIN30046MICRO0113568,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,36380,15708,52,343350,N,M
PSUIN300188MICRO0111044,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,37100,13104,40,255528,N,F
PSUIN300347MICRO0116995,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,37800,15260,54,542484,N,M
PSUIN300305MICRO0141645,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,37800,16948,47,409690,N,M
PSUIN300271MICRO0110637,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,38850,17316,38,310856,N,M
PSUIN300321MICRO0133490,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,41800,17723,47,503606,N,M
PSUIN300492MICRO0132143,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,42840,18698,35,326432,Y,M
PSUIN300152MICRO0111794,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,47960,17745,60,358668,N,M
PSUIN30069MICRO011037,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,50880,21057,60,319074,N,M
PSUIN300193MICRO0148158,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,50880,22176,29,416772,N,M
PSUIN30035MICRO0144524,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,51840,19881,34,359264,Y,M
PSUIN30033MICRO0132730,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,54500,18900,30,321428,N,M
PSUIN300159MICRO0146456,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,53550,24097,41,396106,N,F
PSUIN300179MICRO018185,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,52020,23347,39,328032,N,M
PSUIN300427MICRO012230,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,54600,24596,27,380116,Y,M
PSUIN30022MICRO0148725,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,55640,23634,53,359532,N,M
PSUIN300445MICRO0111982,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,54590,24252,54,373272,Y,M
PSUIN300432MICRO0115547,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,57240,22323,47,374714,N,M
PSUIN300188MICRO0113059,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,56160,22366,58,340704,Y,M
PSUIN300316MICRO0110032,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,55550,24997,40,450061,Y,M
PSUIN300240MICRO0121916,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,59160,22533,44,298410,N,F
PSUIN30053MICRO0144365,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,73030,30451,54,217560,Y,M
PSUIN30018MICRO012461,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,83200,30528,48,294044,Y,M
PSUIN300278MICRO014963,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,85850,38148,55,430848,Y,M
PSUIN300327MICRO0121207,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,89440,39474,60,421092,Y,F
PSUIN300494MICRO0124941,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,94160,40286,34,419424,Y,F
PSUIN300116MICRO0140197,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,103950,46777,30,275918,N,M
PSUIN300467MICRO0118822,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,107910,38372,22,734580,Y,M
PSUIN300456MICRO0122068,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,113420,48085,48,1049670,N,M
PSUIN300156MICRO0137207,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,113360,48069,39,785890,Y,M
PSUIN30067MICRO015771,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,120360,45843,41,1430160,N,M
PSUIN300201MICRO0111625,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,148240,52836,48,1785680,N,M
NBFCIN301AUTO20107,Q2,FY21,Retail,NBFC,Auto Loans,247968,85801,37,973504,N,M
IC00484AUL49685,Q2,FY20,Retail,PVT Bank,Auto Loans,170940,76190,27,2438744,N,M
IC00296AUL8201,Q2,FY21,Retail,PVT Bank,Auto Loans,282084,282084,43,1410420,N,M
PSUNAUTO92LOA12891,Q2,FY19,Retail,PSU Bank,Auto Loans,279416,155945,46,4309860,N,M
PVTN96CCL6955,Q2,FY19,Retail,PVT Bank,Credit Card,29795,11658,54,320870,N,M
PSUN46CC6563,Q2,FY21,Retail,PSU Bank,Credit Card,29988,18113,52,411804,Y,M
PVTN75CCL8428,Q2,FY20,Retail,PVT Bank,Credit Card,27136,7255,24,390354,N,M
PVTN67CCL9866,Q2,FY20,Retail,PVT Bank,Credit Card,34272,22579,44,540918,Y,F
PVTN59CCL11392,Q2,FY21,Retail,PVT Bank,Credit Card,22896,13932,31,552672,N,M
PVTN68CCL8092,Q2,FY21,Retail,PVT Bank,Credit Card,17655,7260,53,563925,Y,M
NBFCINCC30ZA01974,Q2,FY19,Retail,NBFC,Credit Card,43709,10626,43,568731,Y,M
PVTN34CCL467,Q2,FY19,Retail,PVT Bank,Credit Card,30210,9484,45,596820,N,M
PVTN24CCL2633,Q2,FY20,Retail,PVT Bank,Credit Card,29593,12892,34,664650,N,M
PSUN90CC7699,Q2,FY19,Retail,PSU Bank,Credit Card,19292,11704,48,709882,N,F
PVTN49CCL4676,Q2,FY19,Retail,PVT Bank,Credit Card,32100,10296,34,732308,N,M
PVTN49CCL7713,Q2,FY20,Retail,PVT Bank,Credit Card,3996,2414,46,757768,Y,F
PVTN73CCL3892,Q2,FY19,Retail,PVT Bank,Credit Card,22440,11668,56,783710,Y,M
NBFCINCC30ZA011381,Q2,FY20,Retail,NBFC,Credit Card,33491,17409,39,734775,Y,M
PVTN92CCL5528,Q2,FY21,Retail,PVT Bank,Credit Card,22220,11990,44,742552,N,M
PVTN82CCL3936,Q2,FY19,Retail,PVT Bank,Credit Card,27405,8325,53,814770,N,M
PVTN93CCL6126,Q2,FY20,Retail,PVT Bank,Credit Card,26840,14435,29,758064,Y,F
PVTN8CCL4712,Q2,FY21,Retail,PVT Bank,Credit Card,17928,6510,48,815832,N,F
PVTN88CCL11342,Q2,FY21,Retail,PVT Bank,Credit Card,19186,8441,32,827637,N,M
NBFCINCC30ZA010395,Q2,FY21,Retail,NBFC,Credit Card,34556,8231,54,839055,N,M
PVTN41CCL1342,Q2,FY20,Retail,PVT Bank,Credit Card,18988,9306,50,817020,N,M
PSUN68CC3641,Q2,FY19,Retail,PSU Bank,Credit Card,29574,16829,42,847980,N,F
PVTN85CCL5390,Q2,FY20,Retail,PVT Bank,Credit Card,18870,7660,28,918434,N,M
PVTN82CCL10790,Q2,FY19,Retail,PVT Bank,Credit Card,25792,9195,46,872712,N,M
PSUN20CC6492,Q2,FY21,Retail,PSU Bank,Credit Card,29400,7716,42,940561,Y,M
PVTN77CCL2358,Q2,FY21,Retail,PVT Bank,Credit Card,39390,19874,29,997480,N,M
PVTN3CCL8414,Q2,FY21,Retail,PVT Bank,Credit Card,17850,8523,48,1050610,N,F
PVTN14CCL5081,Q2,FY21,Retail,PVT Bank,Credit Card,28296,17200,23,1123494,N,F
PSUN84CC10475,Q2,FY21,Retail,PSU Bank,Credit Card,31030,19140,41,1169617,N,M
PSUN72CC5448,Q2,FY20,Retail,PSU Bank,Credit Card,27438,9328,33,1662031,N,M
NBFCIN060TWL33,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,48410,28561,27,741200,Y,F
NBFCIN297TWL205,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,55620,33512,33,927282,N,M
NBFCIN190TWL12231,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,41800,21109,55,924102,N,M
NBFCIN142TWL4762,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,59400,35040,35,209613,Y,M
NBFCIN280TWL6461,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,44940,30672,33,782043,N,M
NBFCIN130TWL12056,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,46460,29081,43,553720,N,M
NBFCIN391TWL3083,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,52320,32356,39,944020,N,M
NBFCIN376TWL6667,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,42000,23072,48,697203,N,M
NBFCIN117TWL9602,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,41040,25969,46,168708,N,F
IC0700TWL9,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,43260,25821,53,520850,N,M
PVTN361TWL1880,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,52520,32271,52,745992,N,M
PVTN292TWL11998,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,34100,22847,50,944716,Y,M
PVTN282TWL3600,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,50290,32918,33,1159180,N,M
PVTN44TWL2038,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,50470,32300,61,1088710,N,M
PVTN167TWL6030,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,83740,29293,44,577720,N,M
PVTN204TWL5598,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,57770,19064,29,1063040,Y,F
PVTN255TWL52,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,49500,15907,49,549952,Y,M
PVTN278TWL2243,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,61950,22089,38,701720,Y,M
PVTN313TWL4804,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,20400,6976,37,555135,N,F
PVTN325TWL8020,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,13130,4375,56,497776,Y,M
PVTN339TWL3012,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,55550,22522,48,562483,N,M
PVTN359TWL1195,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,46870,15497,38,504798,N,M
PVTN416TWL5702,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,60480,20972,36,644385,N,F
PVTN48TWL7199,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,45100,14493,35,920504,N,F
PVTN54TWL10688,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,44520,15876,36,570885,Y,F
PVTN66TWL6771,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,68200,22766,42,650210,N,F
PSUN148TWL6395,Q2,FY19,Retail,PSU Bank,Two-Wheeler Loan,71070,27827,44,1363411,Y,M
NBFCIN000COML350,Q3,FY19,Commercial,NBFC,Commercial Loan,152140340,79082850,41,58182382,Y,F
NBFCIN000COML414,Q3,FY20,Commercial,NBFC,Commercial Loan,20053000,3718920,50,14082675,N,F
NBFCIN000COML387,Q3,FY19,Commercial,NBFC,Commercial Loan,10881900,3695100,36,3851887,Y,M
PVT00COM100,Q3,FY19,Commercial,PVT Bank,Commercial Loan,12087360,6099640,33,5819840,Y,M
PVT00COM172,Q3,FY20,Commercial,PVT Bank,Commercial Loan,19528350,4021680,29,10634250,Y,M
PSUIN300262MICRO0136407,Q3,FY20,Commercial,PSU Bank,Commercial Loan,279767550,91512750,29,211786650,N,F
PSUIN30062MICRO0139175,Q3,FY20,Commercial,PSU Bank,Commercial Loan,342141280,90517960,60,181035920,N,M
PSUIN30048MICRO0138254,Q3,FY21,Commercial,PSU Bank,Commercial Loan,4010820,2141700,34,3154140,N,M
NBFCIN0001007,Q3,FY21,Microfinance,NBFC,Microfinance Loan,8160,2529,48,451080,Y,M
NBFCIN0001037,Q3,FY20,Microfinance,NBFC,Microfinance Loan,15400,5096,40,1085346,N,M
NBFCIN0001138,Q3,FY21,Microfinance,NBFC,Microfinance Loan,14840,4557,28,609730,N,M
NBFCIN0001040,Q3,FY21,Microfinance,NBFC,Microfinance Loan,15450,5772,47,726546,N,M
NBFCIN0002026,Q3,FY19,Microfinance,NBFC,Microfinance Loan,15450,4698,56,679285,N,M
NBFCIN0002033,Q3,FY20,Microfinance,NBFC,Microfinance Loan,15150,5136,60,340830,Y,M
NBFCIN0001119,Q3,FY20,Microfinance,NBFC,Microfinance Loan,16320,4825,48,595562,N,M
NBFCIN0002036,Q3,FY19,Microfinance,NBFC,Microfinance Loan,16480,4708,31,975925,Y,F
NBFCIN0001974K,Q3,FY21,Microfinance,NBFC,Microfinance Loan,17850,5428,55,832630,N,M
NBFCIN0001046,Q3,FY21,Microfinance,NBFC,Microfinance Loan,26160,6489,34,962579,Y,M
NBFCIN0001240,Q3,FY20,Microfinance,NBFC,Microfinance Loan,26500,8332,34,757771,N,M
NBFCIN0001246,Q3,FY19,Microfinance,NBFC,Microfinance Loan,26750,9450,35,917748,N,M
NBFCIN0002063,Q3,FY20,Microfinance,NBFC,Microfinance Loan,28890,10789,31,590293,Y,F
NBFCIN0002173,Q3,FY21,Microfinance,NBFC,Microfinance Loan,27810,10594,35,731294,N,F
NBFCIN0002196,Q3,FY20,Microfinance,NBFC,Microfinance Loan,27270,10111,36,643956,N,F
NBFCIN0002197,Q3,FY21,Microfinance,NBFC,Microfinance Loan,27270,8240,39,522004,N,F
NBFCIN0001352,Q3,FY20,Microfinance,NBFC,Microfinance Loan,40700,14245,25,425596,N,F
NBFCIN0001448,Q3,FY20,Microfinance,NBFC,Microfinance Loan,40330,15059,43,795080,N,F
NBFCIN0001419,Q3,FY19,Microfinance,NBFC,Microfinance Loan,39390,12452,47,344520,N,M
NBFCIN0001055W,Q3,FY21,Microfinance,NBFC,Microfinance Loan,42800,13596,25,633244,N,M
NBFCIN0001351,Q3,FY21,Microfinance,NBFC,Microfinance Loan,40400,14008,58,610996,N,M
NBFCIN0001717,Q3,FY19,Microfinance,NBFC,Microfinance Loan,45760,12100,38,477666,N,M
NBFCIN0001550,Q3,FY20,Microfinance,NBFC,Microfinance Loan,48300,13662,42,900900,N,M
NBFCIN0001666,Q3,FY21,Microfinance,NBFC,Microfinance Loan,47380,15180,40,730070,N,M
NBFCIN0001456,Q3,FY19,Microfinance,NBFC,Microfinance Loan,50880,15840,62,888420,N,F
NBFCIN0002344,Q3,FY19,Microfinance,NBFC,Microfinance Loan,48960,14515,54,785620,N,M
NBFCIN000940,Q3,FY20,Microfinance,NBFC,Microfinance Loan,55640,13260,52,655146,Y,M
NBFCIN0001579,Q3,FY21,Microfinance,NBFC,Microfinance Loan,58300,20606,57,887298,N,M
NBFCIN0001099,Q3,FY19,Microfinance,NBFC,Microfinance Loan,73840,22443,38,881252,Y,M
NBFCIN0001859,Q3,FY21,Microfinance,NBFC,Microfinance Loan,81400,26159,37,588194,N,M
NBFCIN0001733,Q3,FY19,Microfinance,NBFC,Microfinance Loan,90780,30349,42,725532,N,F
NBFCIN000440,Q3,FY21,Microfinance,NBFC,Microfinance Loan,99000,25029,24,930579,N,M
NBFCIN000498,Q3,FY19,Microfinance,NBFC,Microfinance Loan,92920,28704,42,626382,N,M
NBFCIN0002445,Q3,FY20,Microfinance,NBFC,Microfinance Loan,107060,29478,37,915363,N,M
NBFCIN000296L,Q3,FY20,Microfinance,NBFC,Microfinance Loan,131440,41664,43,726110,Y,M
PVT00MICROV2285,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,6480,3030,37,1226232,N,M
PVT00MICROV1751,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,12360,5392,40,1080420,Y,M
PVT00MICROV525,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,12840,4224,56,818424,Y,M
PVT00MICROV1396,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,16050,6084,40,525866,Y,M
PVT00MICROV1433,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,15450,5883,27,371790,N,M
PVT00MICROV1002,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,17340,7293,53,598846,Y,M
PVT00MICROV1946,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,18360,8415,38,490672,N,F
PVT00MICROV1421,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,21210,10071,34,705138,Y,M
PVT00MICROV142,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,26750,8400,31,208517,N,F
PVT00MICROV1959,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,26780,11817,54,298496,N,F
PVT00MICROV53,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,28620,13413,54,937684,N,M
PVT00MICROV1541,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,30300,14664,36,232650,Y,M
PVT00MICROV1294,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,33330,11556,29,807976,N,M
PVT00MICROV2193,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,36300,10665,54,901318,N,M
PVT00MICROV2040,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,37060,14188,51,646600,N,M
PVT00MICROV1172,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,36400,18900,52,791122,N,F
PVT00MICROV350,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,36360,12441,60,592328,N,M
PVT00MICROV1361,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,41040,19646,44,1776610,Y,M
PVT00MICROV2186,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,38760,18703,42,1921779,Y,M
PVT00MICROV2210,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,38760,13543,45,1533978,N,F
PVT00MICROV403,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,52320,25113,37,877824,N,M
PVT00MICROV799,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,57780,19828,46,904420,N,M
PVT00MICROV2332,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,62060,20862,37,1750870,N,M
PVT00MICROV706,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,85860,41212,40,1777484,N,M
PVT00MICROV2282,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,93960,44979,51,1198019,Y,M
PVT00MICROV1240,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,102600,32604,45,815535,Y,F
PVT00MICROV1085,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,107910,33580,27,1686213,Y,M
PVT00MICROV685,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,121980,52668,59,1260490,N,M
PVT00MICROV350,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,122960,55494,36,859813,N,M
PSUIN300269MICRO0115538,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,8480,3392,38,421260,N,M
PSUIN300320MICRO013273,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,15120,6381,57,437478,Y,M
PSUIN300432MICRO0139496,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,16320,6739,55,447432,N,M
PSUIN300309MICRO016086,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,16160,7321,40,366345,N,M
PSUIN300421MICRO0110190,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,17340,8731,34,337896,Y,F
PSUIN300137MICRO0119975,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,18700,7388,30,408910,N,F
PSUIN300215MICRO0130980,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,18900,8748,58,420820,N,M
PSUIN300455MICRO0128991,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,23460,10087,51,275918,Y,M
PSUIN300352MICRO017779,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,26250,9450,66,289328,Y,M
PSUIN300468MICRO0113468,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,26780,10176,52,348861,N,F
PSUIN300257MICRO0138670,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,27560,11668,45,200197,N,M
PSUIN300499MICRO0121379,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,27270,10889,38,304114,Y,F
PSUIN300411MICRO0129650,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,37060,14055,50,425614,N,M
PSUIN300232MICRO0135011,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,35700,14700,38,311325,N,M
PSUIN300163MICRO018849,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,35350,13230,56,278414,N,M
PSUIN300237MICRO0121650,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,36750,14637,39,339872,N,F
PSUIN30021MICRO0121723,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,38520,14544,57,296738,Y,F
PSUIN300436MICRO0111834,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,39590,15928,47,266069,N,F
PSUIN300117MICRO0142295,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,38760,17236,53,449122,Y,M
PSUIN300245MICRO0121104,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,47470,21624,56,489868,N,M
PSUIN30019MICRO0129225,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,47940,20924,39,288850,N,M
PSUIN300284MICRO0117225,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,49440,19358,56,592352,N,M
PSUIN300161MICRO0125800,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,51000,21930,47,364104,N,M
PSUIN300267MICRO0122105,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,52500,18540,40,313635,Y,M
PSUIN300104MICRO015074,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,56160,18564,42,367730,N,F
PSUIN300156MICRO0115952,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,54060,25519,50,205170,N,F
PSUIN300293MICRO013002,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,57240,20744,43,414566,N,M
